,C,H,O,N,C13,S,P,Na,El_comp,Class,NeutralMass,Error_ppm,Candidates,MolForm,AI,AI_Mod,DBE,DBE_O,DBE_AI,GFE,kmass.CH2,kdefect.CH2,NOSC,OtoC_ratio,HtoC_ratio,NtoC_ratio,PtoC_ratio,NtoP_ratio,bs1_class,bs2_class,bs3_class
C24H9O7S2P,24,9,7,0,0,2,1,0,CHOSP,ConHC,503.952581607656,0.295515786487373,-1,C24H9O7S2P,0.785714285714286,0.828571428571429,21,14,11,55.55,502.383711919951,0.616288080048832,0.166666666666667,0.291666666666667,0.375,0,0.0416666666666667,0,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical
C24H9O9SP,24,9,9,0,0,1,1,0,CHOSP,ConHC,503.970275032332,0.424738280095047,-1,C24H9O9SP,0.769230769230769,0.828571428571429,21,12,10,53.175,502.401385587991,0.598614412008885,0.25,0.375,0.375,0,0.0416666666666667,0,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical
C21H12O15,21,12,15,0,0,0,0,0,CHO,ConHC,504.017657416816,-0.0747991976289745,-1,C21H12O15,0.166666666666667,0.62962962962963,16,1,1,35.8714285714286,502.448715064881,0.551284935118701,0.857142857142857,0.714285714285714,0.571428571428571,0,0,NA,Other,Cond Hydrocarbon,Other
C22H16O14,22,16,14,0,0,0,0,0,CHO,ConHC,504.053946564882,0.116372699400477,-1,C22H16O14,0.125,0.533333333333333,15,1,1,44.7545454545455,502.48496369216,0.515036307839637,0.545454545454545,0.636363636363636,0.727272727272727,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
C19H21O14P,19,21,14,0,0,0,1,0,CHOP,Tannin,504.067021477699,-0.25707731944679,-1,C19H21O14P,0,0.181818181818182,10,-4,-5,57.3,502.498024005413,0.501975994587099,0.105263157894737,0.736842105263158,1.10526315789474,0,0.0526315789473684,0,Tannin,Tannin,Phytochemical
C19H20O16,19,20,16,0,0,0,0,0,CHO,Tannin,504.075066259032,0.135568237818214,-1,C19H20O16,0,0.181818181818182,10,-6,-6,42.3,502.506059803871,0.49394019612879,0.631578947368421,0.842105263157895,1.05263157894737,0,0,NA,Tannin,Tannin,Other
C30H16O8,30,16,8,0,0,0,0,0,CHO,ConHC,504.084433390544,0.166836844039971,-1,C30H16O8,0.681818181818182,0.730769230769231,23,15,15,60.3,502.51541647596,0.484583524039522,0,0.266666666666667,0.533333333333333,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
C23H20O13,23,20,13,0,0,0,0,0,CHO,Lignin,504.090323794698,0.132782952753588,-1,C23H20O13,0.1,0.454545454545455,14,1,1,52.8652173913043,502.521300302837,0.478699697163393,0.260869565217391,0.565217391304348,0.869565217391304,0,0,NA,Lignin,Lignin,Other
C20H25O13P,20,25,13,0,0,0,1,0,CHOP,Tannin,504.103436508327,-0.315626746368136,-1,C20H25O13P,0,0.12,9,-4,-5,66,502.534398374692,0.465601625307613,-0.2,0.65,1.25,0,0.05,0,Lignin;Tannin,Lignin,Phytochemical
C20H24O15,20,24,15,0,0,0,0,0,CHO,Tannin,504.111475133389,0.0892035064967239,-1,C20H24O15,0,0.12,9,-6,-6,51.75,502.542428023754,0.457571976246186,0.3,0.75,1.2,0,0,NA,Tannin,Tannin,Other
C31H20O7,31,20,7,0,0,0,0,0,CHO,ConHC,504.121153372215,-0.496657427381451,-1,C31H20O7,0.625,0.672727272727273,22,15,15,65.8161290322581,502.552095455772,0.447904544228038,-0.193548387096774,0.225806451612903,0.645161290322581,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
C24H24O12,24,24,12,0,0,0,0,0,CHO,Lignin,504.126794732527,-0.0366910204666564,-1,C24H24O12,0.0833333333333333,0.388888888888889,13,1,1,60.3,502.557730516891,0.442269483109385,0,0.5,1,0,0,NA,Lignin,Lignin,Other
C21H29O12P,21,29,12,0,0,0,1,0,CHOP,Lignin,504.139911954898,-0.494007303477233,-1,C21H29O12P,0,0.0714285714285714,8,-4,-5,73.8714285714286,502.570833092454,0.429166907546062,-0.476190476190476,0.571428571428571,1.38095238095238,0,0.0476190476190476,0,Lignin;Amino Sugar,Lignin,Lipid
C21H28O14,21,28,14,0,0,0,0,0,CHO,Tannin,504.147946537306,-0.0811847133916651,-1,C21H28O14,0,0.0714285714285714,8,-6,-6,60.3,502.578858703375,0.421141296624626,0,0.666666666666667,1.33333333333333,0,0,NA,Other,Tannin,Other
C25H28O11,25,28,11,0,0,0,0,0,CHO,Lignin,504.163232959399,-0.141258811995355,-1,C25H28O11,0.0714285714285714,0.333333333333333,12,1,1,67.14,502.594128056513,0.405871943487057,-0.24,0.44,1.12,0,0,NA,Lignin,Lignin,Other
C22H32O13,22,32,13,0,0,0,0,0,CHO,Lignin,504.184354012622,-0.124752230026816,-1,C22H32O13,0,0.032258064516129,7,-6,-6,68.0727272727273,502.615225525779,0.384774474220762,-0.272727272727272,0.590909090909091,1.45454545454545,0,0,NA,Amino Sugar,Lignin,Other
C26H32O10,26,32,10,0,0,0,0,0,CHO,Lignin,504.199570803764,-0.0467187309597204,-1,C26H32O10,0.0625,0.285714285714286,11,1,1,73.4538461538462,502.630425325716,0.369574674283683,-0.461538461538462,0.384615384615385,1.23076923076923,0,0,NA,Lignin,Lignin,Other
C23H37O10P,23,37,10,0,0,0,1,0,CHOP,Protein,504.212614331459,-0.357810879058104,-1,C23H37O10P,0,0,6,-4,-5,87.5608695652174,502.643454288892,0.356545711108254,-0.956521739130435,0.434782608695652,1.60869565217391,0,0.0434782608695652,0,Protein,Protein,Lipid
C23H36O12,23,36,12,0,0,0,0,0,CHO,Protein,504.220610490532,0.13115344095626,-1,C23H36O12,0,0,6,-6,-6,75.1695652173913,502.651441519382,0.348558480617896,-0.521739130434782,0.521739130434783,1.56521739130435,0,0,NA,Protein,Protein,Other
C27H36O9,27,36,9,0,0,0,0,0,CHO,Lignin,504.235814828445,0.233870843841605,-1,C27H36O9,0.0555555555555556,0.244444444444444,10,1,1,79.3,502.666628879996,0.333371120004472,-0.666666666666667,0.333333333333333,1.33333333333333,0,0,NA,Lignin,Lignin,Other
C24H41O9P,24,41,9,0,0,0,1,0,CHOP,Protein,504.248930315903,-0.219913016380321,-1,C24H41O9P,0,0,5,-4,-5,93.55,502.679729722583,0.32027027741691,-1.16666666666667,0.375,1.70833333333333,0,0.0416666666666667,0,Protein,Protein,Lipid
C24H40O11,24,40,11,0,0,0,0,0,CHO,Protein,504.256994433249,0.134244744326341,-1,C24H40O11,0,0,5,-6,-6,81.675,502.687784835464,0.312215164536383,-0.75,0.458333333333333,1.66666666666667,0,0,NA,Protein,Protein,Other
C28H40O8,28,40,8,0,0,0,0,0,CHO,Lignin,504.272186997847,0.260301789148202,-1,C28H40O8,0.05,0.208333333333333,9,1,1,84.7285714285714,502.702960435908,0.29703956409179,-0.857142857142857,0.285714285714286,1.42857142857143,0,0,NA,Lignin,Lignin,Other
C25H45O8P,25,45,8,0,0,0,1,0,CHOP,Protein,504.285362523109,-0.312505221781824,-1,C25H45O8P,0,0,4,-4,-5,99.06,502.716121249261,0.28387875073895,-1.36,0.32,1.8,0,0.04,0,Protein,Protein,Lipid
C25H44O10,25,44,10,0,0,0,0,0,CHO,Protein,504.293394011523,0.106330714102535,-1,C25H44O10,0,0,4,-6,-6,87.66,502.724143769643,0.27585623035668,-0.96,0.4,1.76,0,0,NA,Protein,Protein,Other
C26H49O7P,26,49,7,0,0,0,1,0,CHOP,Lipid,504.321776884405,-0.369698104335605,-1,C26H49O7P,0,0,3,-4,-5,104.146153846154,502.752494949956,0.247505050044083,-1.53846153846154,0.269230769230769,1.88461538461538,0,0.0384615384615385,0,Lipid,Lipid,Lipid
C21H15O14N,21,15,14,1,0,0,0,0,CHON,ConHC,505.04926736501,-0.026074505729904,-1,C21H15O14N,0,0.538461538461538,15,1,0,38.5857142857143,503.479173108191,0.520826891808838,0.761904761904762,0.666666666666667,0.714285714285714,0.0476190476190476,0,NA,Tannin;Cond Hydrocarbon,Cond Hydrocarbon,Other
C23H23O12N,23,23,12,1,0,0,0,0,CHON,Lignin,505.121942492362,0.163755186588251,-1,C23H23O12N,0,0.375,13,1,0,55.3434782608696,503.551767085847,0.448232914153266,0.173913043478261,0.521739130434783,1,0.0434782608695652,0,NA,Lignin,Lignin,Other
C24H27O11N,24,27,11,1,0,0,0,0,CHON,Lignin,505.158304792812,0.209681176873387,-1,C24H27O11N,0,0.314285714285714,12,1,0,62.675,503.588088783827,0.411911216172825,-0.083333333333333,0.458333333333333,1.125,0.0416666666666667,0,NA,Lignin,Lignin,Other
C21H31O13N,21,31,13,1,0,0,0,0,CHON,Lignin,505.17951647912,0.0467328525687651,-1,C21H31O13N,0,0,7,-6,-7,63.0142857142857,503.609276784977,0.390723215023229,-0.0952380952380949,0.619047619047619,1.47619047619048,0.0476190476190476,0,NA,Amino Sugar,Lignin,Other
C25H31O10N,25,31,10,1,0,0,0,0,CHON,Lignin,505.194676038434,0.237894165189749,-1,C25H31O10N,0,0.263157894736842,11,1,0,69.42,503.624419416991,0.375580583008571,-0.32,0.4,1.24,0.04,0,NA,Lignin,Lignin,Other
C24H11O7S2P,24,11,7,0,0,2,1,0,CHOSP,ConHC,505.96828734978,0.184296175714652,-1,C24H11O7S2P,0.714285714285714,0.771428571428571,20,13,10,57.925,504.397166907036,0.602833092963976,0.0833333333333335,0.291666666666667,0.458333333333333,0,0.0416666666666667,0,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical
C24H11O9SP,24,11,9,0,0,1,1,0,CHOSP,ConHC,505.985898399211,0.475809285150304,-1,C24H11O9SP,0.692307692307692,0.771428571428571,20,11,9,55.55,504.414758291812,0.58524170818805,0.166666666666667,0.375,0.458333333333333,0,0.0416666666666667,0,Cond Hydrocarbon,Cond Hydrocarbon,Phytochemical
C21H14O15,21,14,15,0,0,0,0,0,CHO,ConHC,506.033161786483,0.213413715887941,-1,C21H14O15,0,0.555555555555556,15,0,0,38.5857142857143,504.461968904363,0.538031095636541,0.761904761904762,0.714285714285714,0.666666666666667,0,0,NA,Other,Cond Hydrocarbon,Other
C22H18O14,22,18,14,0,0,0,0,0,CHO,Lignin,506.06959695372,0.115267703813168,-1,C22H18O14,0,0.466666666666667,14,0,0,47.3454545454545,504.498363387767,0.501636612232744,0.454545454545455,0.636363636363636,0.818181818181818,0,0,NA,Lignin,Lignin,Other
C19H23O14P,19,23,14,0,0,0,1,0,CHOP,Tannin,506.082745330868,-0.401857541165053,-1,C19H23O14P,0,0.0909090909090909,9,-5,-6,60.3,504.51149708332,0.488502916680147,0,0.736842105263158,1.21052631578947,0,0.0526315789473684,0,Tannin,Tannin,Phytochemical
C30H18O8,30,18,8,0,0,0,0,0,CHO,ConHC,506.100275734707,-0.213752318782407,-1,C30H18O8,0.636363636363636,0.692307692307692,22,14,14,62.2,504.529007912553,0.470992087446689,-0.0666666666666664,0.266666666666667,0.6,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
C23H22O13,23,22,13,0,0,0,0,0,CHO,Lignin,506.106050601365,-0.019379070963051,-1,C23H22O13,0,0.393939393939394,13,0,0,55.3434782608696,504.534776330944,0.4652236690564,0.173913043478261,0.565217391304348,0.956521739130435,0,0,NA,Lignin,Lignin,Other
C20H27O13P,20,27,13,0,0,0,1,0,CHOP,Tannin,506.119174481457,-0.488061842541432,-1,C20H27O13P,0,0.04,8,-5,-6,68.85,504.547885556794,0.452114443206199,-0.3,0.65,1.35,0,0.05,0,Lignin;Amino Sugar,Lignin,Other
C24H26O12,24,26,12,0,0,0,0,0,CHO,Lignin,506.142443352662,-0.0336918244479611,-1,C24H26O12,0,0.333333333333333,12,0,0,62.675,504.571128445769,0.428871554230625,-0.083333333333333,0.5,1.08333333333333,0,0,NA,Lignin,Lignin,Other
C21H31O12P,21,31,12,0,0,0,1,0,CHOP,Lignin,506.155515525378,-0.400183484310168,-1,C21H31O12P,0,0,7,-5,-6,76.5857142857143,504.584186021981,0.415813978019457,-0.571428571428571,0.571428571428571,1.47619047619048,0,0.0476190476190476,0,Amino Sugar,Lignin,Lipid
C32H26O6,32,26,6,0,0,0,0,0,CHO,Lignin,506.173001079546,-0.123499961896708,-1,C32H26O6,0.538461538461538,0.586206896551724,20,14,14,72.76875,504.601652051623,0.39834794837742,-0.4375,0.1875,0.8125,0,0,NA,Other,Lignin,Other
C25H30O11,25,30,11,0,0,0,0,0,CHO,Lignin,506.17873597677,0.149807418124485,-1,C25H30O11,0,0.282051282051282,11,0,0,69.42,504.607380545209,0.392619454790918,-0.32,0.44,1.2,0,0,NA,Lignin,Lignin,Other
C22H35O11P,22,35,11,0,0,0,1,0,CHOP,Protein,506.191785426194,-0.171772037807252,-1,C22H35O11P,0,0,6,-5,-6,83.6181818181818,504.620415423501,0.379584576498758,-0.818181818181818,0.5,1.59090909090909,0,0.0454545454545455,0,Protein,Protein,Lipid
C33H30O5,33,30,5,0,0,0,0,0,CHO,Lignin,506.209145239341,0.353281170573436,-1,C33H30O5,0.5,0.540983606557377,19,14,14,77.5727272727273,504.637755852526,0.362244147474144,-0.606060606060606,0.151515151515152,0.909090909090909,0,0,NA,Other,Lignin,Other
C26H34O10,26,34,10,0,0,0,0,0,CHO,Lignin,506.21504513978,0.300608647834016,-1,C26H34O10,0,0.238095238095238,10,0,0,75.6461538461538,504.643649165083,0.356350834916725,-0.538461538461538,0.384615384615385,1.30769230769231,0,0,NA,Lignin,Lignin,Other
C23H39O10P,23,39,10,0,0,0,1,0,CHOP,Protein,506.228158071185,-0.146353543939059,-1,C23H39O10P,0,0,5,-5,-6,90.0391304347826,504.656747454472,0.34325254552806,-1.04347826086957,0.434782608695652,1.69565217391304,0,0.0434782608695652,0,Protein,Protein,Lipid
C34H34O4,34,34,4,0,0,0,0,0,CHO,UnsatHC,506.245759325167,-0.0982632765493233,-1,C34H34O4,0.466666666666667,0.5,18,14,14,82.0941176470588,504.674329054737,0.325670945263482,-0.764705882352941,0.117647058823529,1,0,0,NA,Unsat Hydrocarbon,Unsat Hydrocarbon,Other
C27H38O9,27,38,9,0,0,0,0,0,CHO,Lignin,506.251487036137,0.189199568798352,-1,C27H38O9,0,0.2,9,0,0,81.4111111111111,504.680050370093,0.319949629906716,-0.74074074074074,0.333333333333333,1.40740740740741,0,0,NA,Lignin,Lignin,Other
C24H43O9P,24,43,9,0,0,0,1,0,CHOP,Protein,506.264629197956,-0.315464969936578,-1,C24H43O9P,0,0,4,-5,-6,95.925,504.693177857257,0.306822142742988,-1.25,0.375,1.79166666666667,0,0.0416666666666667,0,Protein,Protein,Lipid
C24H42O11,24,42,11,0,0,0,0,0,CHO,Protein,506.272637055643,0.148409476492012,-1,C24H42O11,0,0,4,-7,-7,84.05,504.701176773299,0.298823226701472,-0.833333333333333,0.458333333333333,1.75,0,0,NA,Protein,Protein,Other
C28H42O8,28,42,8,0,0,0,0,0,CHO,Lipid,506.287863829442,0.206395542756606,-1,C28H42O8,0,0.166666666666667,8,0,0,86.7642857142857,504.716386544746,0.283613455254113,-0.928571428571429,0.285714285714286,1.5,0,0,NA,Other,Lipid,Other
C25H47O8P,25,47,8,0,0,0,1,0,CHOP,Protein,506.301080123772,-0.444652956878422,-1,C25H47O8P,0,0,3,-5,-6,101.34,504.729588081644,0.270411918356444,-1.44,0.32,1.88,0,0.04,0,Protein,Protein,Lipid
C26H51O7P,26,51,7,0,0,0,1,0,CHOP,Lipid,506.337407812322,-0.330432869079757,-1,C26H51O7P,0,0,2,-5,-6,106.338461538462,504.765875206372,0.234124793627984,-1.61538461538461,0.269230769230769,1.96153846153846,0,0.0384615384615385,0,Lipid,Lipid,Lipid
C21H17O14N,21,17,14,1,0,0,0,0,CHON,Tannin,507.064779668221,0.245712350151677,-1,C21H17O14N,0,0.461538461538462,14,0,-1,41.3,505.492434872359,0.507565127641385,0.666666666666667,0.666666666666667,0.80952380952381,0.0476190476190476,0,NA,Tannin;Cond Hydrocarbon,Tannin,Other
C23H25O12N,23,25,12,1,0,0,0,0,CHON,Lignin,507.137652218752,0.0454593507570187,-1,C23H25O12N,0,0.3125,12,0,-1,57.8217391304348,505.565226052749,0.434773947251244,0.0869565217391304,0.521739130434783,1.08695652173913,0.0434782608695652,0,NA,Lignin,Lignin,Other
C21H16O15,21,16,15,0,0,0,0,0,CHO,ConHC,508.048902151477,0.0348266132433493,-1,C21H16O15,0,0.481481481481481,14,-1,-1,41.3,506.475458475658,0.524541524341885,0.666666666666667,0.714285714285714,0.761904761904762,0,0,NA,Tannin,Cond Hydrocarbon,Other
C22H20O14,22,20,14,0,0,0,0,0,CHO,Lignin,508.085357975349,-0.103573047308051,-1,C22H20O14,0,0.4,13,-1,-1,49.9363636363636,506.511873592632,0.488126407368497,0.363636363636364,0.636363636363636,0.909090909090909,0,0,NA,Lignin,Lignin,Other
C23H25O11P,23,25,11,0,0,0,1,0,CHOP,Lignin,508.113615236376,-0.32882562329862,-1,C23H25O11P,0,0.333333333333333,12,1,0,70.2130434782609,506.540099301348,0.459900698651609,-0.347826086956522,0.478260869565217,1.08695652173913,0,0.0434782608695652,0,Lignin,Lignin,Phytochemical
C23H24O13,23,24,13,0,0,0,0,0,CHO,Lignin,508.12166533637,0.0502268087165442,-1,C23H24O13,0,0.333333333333333,12,-1,-1,57.8217391304348,506.548140412529,0.45185958747112,0.0869565217391304,0.565217391304348,1.04347826086957,0,0,NA,Lignin,Lignin,Other
C20H29O13P,20,29,13,0,0,0,1,0,CHOP,Tannin,508.134758354782,-0.355863438934439,-1,C20H29O13P,0,0,7,-6,-7,71.7,506.56121881116,0.438781188840494,-0.4,0.65,1.45,0,0.05,0,Lignin;Amino Sugar,Lignin,Other
C24H29O10P,24,29,10,0,0,0,1,0,CHOP,Lignin,508.15003886567,-0.403825158542312,-1,C24H29O10P,0,0.277777777777778,11,1,0,76.925,506.576482259693,0.423517740307432,-0.583333333333333,0.416666666666667,1.20833333333333,0,0.0416666666666667,0,Lignin,Lignin,Phytochemical
C24H28O12,24,28,12,0,0,0,0,0,CHO,Lignin,508.157930073474,0.287883977184272,-1,C24H28O12,0,0.277777777777778,11,-1,-1,65.05,506.584364656103,0.415635343896611,-0.166666666666667,0.5,1.16666666666667,0,0,NA,Lignin,Lignin,Other
C21H33O12P,21,33,12,0,0,0,1,0,CHOP,AminoSugar,508.171028962137,-0.129735135293851,-1,C21H33O12P,0,0,6,-6,-7,79.3,506.59744891843,0.402551081569754,-0.666666666666667,0.571428571428571,1.57142857142857,0,0.0476190476190476,0,Amino Sugar,Amino Sugar,Lipid
C25H33O9P,25,33,9,0,0,0,1,0,CHOP,Lignin,508.186400700306,-0.357215592525383,-1,C25H33O9P,0,0.230769230769231,10,1,0,83.1,506.612803492379,0.387196507620843,-0.8,0.36,1.32,0,0.04,0,Lignin,Lignin,Lipid
C25H32O11,25,32,11,0,0,0,0,0,CHO,Lignin,508.194326795735,0.265793137618827,-1,C25H32O11,0,0.230769230769231,10,-1,-1,71.7,506.620720737459,0.37927926254082,-0.4,0.44,1.28,0,0,NA,Lignin,Lignin,Other
C22H37O11P,22,37,11,0,0,0,1,0,CHOP,Protein,508.207455833209,-0.211119312309545,-1,C22H37O11P,0,0,5,-6,-7,86.2090909090909,506.633835114933,0.366164885067349,-0.909090909090909,0.5,1.68181818181818,0,0.0454545454545455,0,Protein,Protein,Lipid
C26H37O8P,26,37,8,0,0,0,1,0,CHOP,Lignin,508.22291024326,-0.601249478857408,-1,C26H37O8P,0,0.19047619047619,9,1,0,88.8,506.649272268451,0.350727731548659,-1,0.307692307692308,1.42307692307692,0,0.0384615384615385,0,Lignin,Lignin,Lipid
C27H41O3S2P,27,41,3,0,0,2,1,0,CHOSP,Lipid,508.223316965319,0.307162375556507,-1,C27H41O3S2P,0.0952380952380952,0.155555555555556,8,5,2,98.3,506.649678536361,0.350321463639204,-1.33333333333333,0.111111111111111,1.51851851851852,0,0.037037037037037,0,Other,Lipid;Unsat Hydrocarbon,Lipid
C33H32O5,33,32,5,0,0,0,0,0,CHO,Lignin,508.224958470843,0.03082661766803,-1,C33H32O5,0.464285714285714,0.508196721311475,18,13,13,79.3,506.651318208965,0.348681791034949,-0.666666666666667,0.151515151515152,0.96969696969697,0,0,NA,Other,Lignin,Other
C26H36O10,26,36,10,0,0,0,0,0,CHO,Lignin,508.230805489215,0.0824180362547443,-1,C26H36O10,0,0.19047619047619,9,-1,-1,77.8384615384615,506.657158698504,0.342841301495866,-0.615384615384615,0.384615384615385,1.38461538461538,0,0,NA,Lignin,Lignin,Other
C23H41O10P,23,41,10,0,0,0,1,0,CHOP,Protein,508.243953952133,-0.432676141105634,-1,C23H41O10P,0,0,4,-6,-7,92.5173913043478,506.670292479731,0.329707520269039,-1.1304347826087,0.434782608695652,1.78260869565217,0,0.0434782608695652,0,Protein,Protein,Lipid
C34H36O4,34,36,4,0,0,0,0,0,CHO,UnsatHC,508.261467396842,-0.212002775925632,-1,C34H36O4,0.433333333333333,0.46875,17,13,13,83.7705882352941,506.687786368771,0.312213631228815,-0.823529411764706,0.117647058823529,1.05882352941176,0,0,NA,Unsat Hydrocarbon,Unsat Hydrocarbon,Other
C27H40O9,27,40,9,0,0,0,0,0,CHO,Lignin,508.267195623772,0.07330618326825,-1,C27H40O9,0,0.155555555555556,8,-1,-1,83.5222222222222,506.693508199512,0.306491800488175,-0.814814814814815,0.333333333333333,1.48148148148148,0,0,NA,Protein,Lignin,Other
C24H45O9P,24,45,9,0,0,0,1,0,CHOP,Protein,508.280340993566,-0.435665416384729,-1,C24H45O9P,0,0,3,-6,-7,98.3,506.706638891069,0.293361108931492,-1.33333333333333,0.375,1.875,0,0.0416666666666667,0,Protein,Protein,Lipid
C35H40O3,35,40,3,0,0,0,0,0,CHO,UnsatHC,508.297938126472,-0.379651692407264,-1,C35H40O3,0.40625,0.432835820895522,16,13,13,87.9857142857143,506.724216374859,0.275783625141344,-0.971428571428572,0.0857142857142857,1.14285714285714,0,0,NA,Unsat Hydrocarbon,Unsat Hydrocarbon,Other
C25H49O8P,25,49,8,0,0,0,1,0,CHOP,Protein,508.316607728438,-0.201977933867537,-1,C25H49O8P,0,0,2,-6,-7,103.62,506.74286513018,0.257134869819708,-1.52,0.32,1.96,0,0.04,0,Protein,Protein,Lipid
C21H36O11NP,21,36,11,1,0,0,1,0,CHONP,Protein,509.20282602198,-0.448756504381244,-1,C21H36O11NP,0,0,5,-6,-8,82.0142857142857,507.628093864459,0.371906135541337,-0.761904761904762,0.523809523809524,1.71428571428571,0.0476190476190476,0.0476190476190476,1,Protein,Protein,Lipid
C22H40O10NP,22,40,10,1,0,0,1,0,CHONP,Protein,509.239093571253,-0.21709066432977,-1,C22H40O10NP,0,0,4,-6,-8,88.8,507.664320917062,0.335679082937872,-1,0.454545454545455,1.81818181818182,0.0454545454545455,0.0454545454545455,1,Protein,Protein,Lipid
C20H14O16,20,14,16,0,0,0,0,0,CHO,ConHC,510.028160633014,0.0466052429583537,-1,C20H14O16,0,0.5,14,-2,-2,34.65,508.452506899493,0.547493100507211,0.9,0.8,0.7,0,0,NA,Tannin,Cond Hydrocarbon,Other
C24H14O13,24,14,13,0,0,0,0,0,CHO,ConHC,510.043361056518,0.155830245660199,-1,C24H14O13,0.454545454545455,0.657142857142857,18,5,5,46.05,508.467690350068,0.532309649931904,0.5,0.541666666666667,0.583333333333333,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
C21H18O15,21,18,15,0,0,0,0,0,CHO,Tannin,510.06462493363,-0.107877173273084,-1,C21H18O15,0,0.407407407407407,13,-2,-2,44.0142857142857,508.488930483745,0.511069516255077,0.571428571428572,0.714285714285714,0.857142857142857,0,0,NA,Tannin,Tannin,Other
C25H18O12,25,18,12,0,0,0,0,0,CHO,ConHC,510.079759891476,0.129688588858246,-1,C25H18O12,0.384615384615385,0.578947368421053,17,5,5,53.46,508.504048541762,0.49595145823821,0.24,0.48,0.72,0,0,NA,Cond Hydrocarbon,Cond Hydrocarbon,Other
C22H23O12P,22,23,12,0,0,0,1,0,CHOP,Lignin,510.092791085037,-0.153641726254144,-1,C22H23O12P,0,0.333333333333333,12,0,-1,65.4818181818182,508.517065184576,0.482934815424358,-0.181818181818182,0.545454545454545,1.04545454545455,0,0.0454545454545455,0,Lignin,Lignin,Phytochemical
C22H22O14,22,22,14,0,0,0,0,0,CHO,Lignin,510.10097360024,-0.0356490995651545,-1,C22H22O14,0,0.333333333333333,12,-2,-2,52.5272727272727,508.525238563109,0.474761436890901,0.272727272727273,0.636363636363636,1,0,0,NA,Lignin,Lignin,Other
C21H22O13N2,21,22,13,2,0,0,0,0,CHON,Lignin,510.11199887114,0.372335410538206,-1,C21H22O13N2,0,0.28,12,-1,-3,46.7285714285714,508.536251523093,0.463748476906915,0.476190476190476,0.619047619047619,1.04761904761905,0.0952380952380952,0,NA,Lignin,Lignin,Other
C19H27O14P,19,27,14,0,0,0,1,0,CHOP,Tannin,510.114095873892,-0.497511820558164,-1,C19H27O14P,0,0,7,-7,-8,66.3,508.538346184313,0.46165381568693,-0.210526315789473,0.736842105263158,1.42105263157895,0,0.0526315789473684,0,Other,Tannin,Other
C26H22O11,26,22,11,0,0,0,0,0,CHO,Lignin,510.115775117795,0.855553830427542,-1,C26H22O11,0.333333333333333,0.51219512195122,16,5,5,60.3,508.540023553157,0.459976446842632,0,0.423076923076923,0.846153846153846,0,0,NA,Lignin,Lignin,Other
C23H27O11P,23,27,11,0,0,0,1,0,CHOP,Lignin,510.129258875803,-0.314931951812868,-1,C23H27O11P,0,0.272727272727273,11,0,-1,72.6913043478261,508.553492255081,0.446507744919359,-0.434782608695652,0.478260869565217,1.17391304347826,0,0.0434782608695652,0,Lignin,Lignin,Phytochemical
C23H26O13,23,26,13,0,0,0,0,0,CHO,Lignin,510.137283242167,0.113067080312239,-1,C23H26O13,0,0.272727272727273,11,-2,-2,60.3,508.561507661366,0.438492338634489,0,0.565217391304348,1.1304347826087,0,0,NA,Lignin,Lignin,Other
C20H31O13P,20,31,13,0,0,0,1,0,CHOP,AminoSugar,510.150421729553,-0.380548843531968,-1,C20H31O13P,0,0,6,-7,-8,74.55,508.574631478199,0.425368521800863,-0.5,0.65,1.55,0,0.05,0,Amino Sugar,Amino Sugar,Other
C24H31O10P,24,31,10,0,0,0,1,0,CHOP,Lignin,510.165679313665,-0.383380484954882,-1,C24H31O10P,0,0.222222222222222,10,0,-1,79.3,508.589872025556,0.410127974443583,-0.666666666666667,0.416666666666667,1.29166666666667,0,0.0416666666666667,0,Lignin,Lignin,Phytochemical
C24H30O12,24,30,12,0,0,0,0,0,CHO,Lignin,510.173661524187,0.12721945076842,-1,C24H30O12,0,0.222222222222222,10,-2,-2,67.425,508.597845323071,0.402154676929172,-0.25,0.5,1.25,0,0,NA,Lignin,Lignin,Other
C21H35O12P,21,35,12,0,0,0,1,0,CHOP,AminoSugar,510.18677436005,-0.316082967804094,-1,C21H35O12P,0,0,5,-7,-8,82.0142857142857,508.610943517024,0.389056482975889,-0.761904761904762,0.571428571428571,1.66666666666667,0,0.0476190476190476,0,Amino Sugar,Amino Sugar,Lipid
C25H35O9P,25,35,9,0,0,0,1,0,CHOP,Lignin,510.202110297567,-0.472489552298869,-1,C25H35O9P,0,0.179487179487179,9,0,-1,85.38,508.626262330296,0.373737669703701,-0.88,0.36,1.4,0,0.04,0,Lignin,Lignin,Lipid
C25H34O11,25,34,11,0,0,0,0,0,CHO,Lignin,510.210101621497,0.0202132464385719,-1,C25H34O11,0,0.179487179487179,9,-2,-2,73.98,508.634244731043,0.365755268957344,-0.48,0.44,1.36,0,0,NA,Lignin,Lignin,Other
